status,state,city,recalling_firm,reason_for_recall,year
Ongoing,MI,Battle Creek,kellogg company,product contains sunflower seeds potentially contaminated with listeria monocytogenes  listeria monocytogenes an organism which can cause serious and sometimes fatal infections in young children frail or elderly people and others with weakened immune systems although healthy individuals may suffer only short-term symptoms such as high fever severe headache stiffness nausea abdominal pain and diarrhea listeria infection can cause miscarriages and stillbirths among pregnant women ,2016
Ongoing,MI,Battle Creek,kellogg company,product contains sunflower seeds potentially contaminated with listeria monocytogenes  listeria monocytogenes an organism which can cause serious and sometimes fatal infections in young children frail or elderly people and others with weakened immune systems although healthy individuals may suffer only short-term symptoms such as high fever severe headache stiffness nausea abdominal pain and diarrhea listeria infection can cause miscarriages and stillbirths among pregnant women ,2016
Ongoing,MI,Battle Creek,kellogg company,product contains sunflower seeds potentially contaminated with listeria monocytogenes  listeria monocytogenes an organism which can cause serious and sometimes fatal infections in young children frail or elderly people and others with weakened immune systems although healthy individuals may suffer only short-term symptoms such as high fever severe headache stiffness nausea abdominal pain and diarrhea listeria infection can cause miscarriages and stillbirths among pregnant women ,2016
Ongoing,MA,New Bedford,sid wainer and son,product contains undeclared allergen eggs,2016
Ongoing,CO,Denver,chelsea food service division of united airlines,product label does not declare the allergen eggs,2016
Ongoing,CA,Moss Landing,sweet earth inc,packaging error where a small quantity of sana cruz burritos were packaged in big sur burrito pouches and do not properly declare milk as an ingredient or allergen,2016
Ongoing,CA,Los Angeles,whole foods market,undeclared fish shellfish and/or tree nuts,2016
Ongoing,CA,Los Angeles,whole foods market,undeclared fish shellfish and/or tree nuts,2016
Ongoing,CA,Los Angeles,whole foods market,undeclared fish shellfish and/or tree nuts,2016
Ongoing,CA,Los Angeles,whole foods market,undeclared fish shellfish and/or tree nuts,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,MN,Minneapolis,general mills inc,general mills is recalling a number of products because of a multistate outbreak of e coli o121 that may be potentially linked to gold medal flour wondra flour and signature kitchens flour  to date e coli o121 has not been found in any general mills flour products or in the flour manufacturing facility and the company has not been contacted directly by any consumer reporting confirmed illnesses related to these products,2016
Ongoing,CA,Novato,navitas llc,firm was notified by manufacturer that four varieties of   their superfood bars were made using sunflower seeds under recall for listeria monocytogenes,2016
Ongoing,CA,Novato,navitas llc,firm was notified by manufacturer that four varieties of   their superfood bars were made using sunflower seeds under recall for listeria monocytogenes,2016
Ongoing,CA,Novato,navitas llc,firm was notified by manufacturer that four varieties of   their superfood bars were made using sunflower seeds under recall for listeria monocytogenes,2016
Ongoing,CA,Novato,navitas llc,firm was notified by manufacturer that four varieties of   their superfood bars were made using sunflower seeds under recall for listeria monocytogenes,2016
Ongoing,CA,Emeryville,clif bar and company,firm was notified by supplier of sunflower kernels that they may be contaminated with listeria monocytogenes,2016
Ongoing,CA,Emeryville,clif bar and company,firm was notified by supplier of sunflower kernels that they may be contaminated with listeria monocytogenes,2016
Ongoing,CA,Emeryville,clif bar and company,firm was notified by supplier of sunflower kernels that they may be contaminated with listeria monocytogenes,2016
Ongoing,CA,Emeryville,clif bar and company,firm was notified by supplier of sunflower kernels that they may be contaminated with listeria monocytogenes,2016
Ongoing,TN,Cordova,ach food companies inc,product manufactured with ingredient which may be contaminated with listeria monocytogenes,2016
Ongoing,FL,Lakeland,publix super markets inc,may contain listeria monocytogenes,2016
Ongoing,NY,New Hyde Park,the hain celestial group inc - worldwide hq,a potential for listeria monocytogenes contamination was verified by the sunflower seed raw material supplier,2016
Ongoing,CO,Denver,atkins nutritionals inc,atkins nutritionals is recalling certain bar products because they contain or may have come in contact with equipment that processed product containing sunflower seeds distributed by supplier sunopta inc that have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,CO,Denver,atkins nutritionals inc,atkins nutritionals is recalling certain bar products because they contain or may have come in contact with equipment that processed product containing sunflower seeds distributed by supplier sunopta inc that have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,CO,Denver,atkins nutritionals inc,atkins nutritionals is recalling certain bar products because they contain or may have come in contact with equipment that processed product containing sunflower seeds distributed by supplier sunopta inc that have the potential to be contaminated with listeria monocytogenes,2016
Ongoing,CO,Denver,atkins nutritionals inc,atkins nutritionals is recalling certain bar products because they contain or may have come in contact with equipment that processed product containing sunflower seeds distributed by supplier sunopta inc that have the potential to be contaminated with listeria monocytogenes,2016
