,city,classification,code_info,country,distribution_pattern,event_id,initial_firm_notification,postal_code,product_description,product_type,reason_for_recall,recall_initiation_date,recall_number,recalling_firm,state,status,termination_date,duration,listeria,salmonella,allergen/undeclared,salad/slaw,peanut,butter,milk,ice-cream
4738,Portales,Class I,fresh and easy crunchy peanut butter 18 oz packed in plastic jars with a plastic screw on lid upc 20003371; labeling is red yellow and white with yellow white and black print writing produced for fresh and easy neighborhood market inc el segundo ca 90245,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between may 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0335-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4742,Ashland,Class I,maranatha no stir crunchy peanut butter 500 grams upc 51651093415,United States,products were distributed through out the united states canada dominican republic hong kong jordan mexico and united arab emirates      the products also were available for purchase on the internet: harristeetercom; quidsi (1-800 diaperscom); walmartcom; kehe foods (eyelevelsolutionscom); and targetcom    products were also donated at oregon food bank in oregon and was further distributed to regional food bank facility in washington,69068,press release,97520, best by dates range: 13mar15 thru 28jun15  ,Food,products have the potential to be contaminated with salmonella ,2014-08-19,F-0560-2015,nspired natural foods division of the hain celestial group,OR,Terminated,2015-07-13,328 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4745,Portales,Class I,treasured harvest valencia peanuts 50 lb item 212,United States,nationwide canada france,63439,press release,88130-9043, identified with best by dates october 12 2012 through april 12 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella  on october 12 2012 the firm extended its recall to include raw and roasted shelled and in-shell peanuts,2012-10-12,F-0551-2013,sunland incorporated,NM,Terminated,2013-02-14,125 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4749,West Sacramento,Class I,the cultured kitchen smoked cheddar cashew cheese;  processed raw at low temperatures to preserve minerals enzymes and nutrients  wheat dairy soy and gluten free  this product contains live active cultures  keep refrigerated 8 oz (2268 grams) plastic container    upc 736211079134    produced by: the cultured kitchen llc  sacramento ca,United States,northern ca  reno nv,67198,press release,95605-2909, all expiry dates up to and including 4/19/2014,Food,six varieties of cashew cheese with an expiry date up to and including 4/19/2014 are being recalled due to the potential for salmonella contamination,2013-12-31,F-1543-2014,the cultured kitchen,CA,Terminated,2014-09-09,252 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4762,Swedesboro,Class I,wawa melon mix net wt 11 oz (312 g) in rigid plastic trays distributed by: wawa inc wawa pa 19063 upc 726191061148,United States,one sole wholesale customer - wawa inc wawa pa 19063,63063,e-mail,08085-1755, lot numbers  226 227 228 229 230 232 233 234 235 236 237    product code  10308    expiration dates 08/19/12 08/20/12 08/21/12 08/22/12 08/23/12 08/25/12 08/26/12 08/27/12 08/28/12 08/29/12 08/30/12  ,Food,taylor farms new jersey is voluntarily recalling specific code dates of the following products due to containing daniella brand mangoes or potentially being processed on common equipment with the daniella brand mangoes since  daniella brand mangoes were identified by the cfia as having the potential to be contaminated with salmonella braenderup and are subject to a prior recall posted by cfia and,2012-08-30,F-0018-2013,taylor farms inc,NJ,Terminated,2015-05-13,986 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4777,Portales,Class I,yogurtland dark roast peanut butter with flax 45 lb upc 1a733,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0513-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4780,San Juan Bautista,Class I,earthbound farms organic baby spinach grab & go salad; with sesame soy vinaigrette and peanuts usda organic  35 oz clamshell package  upc 0 32601 08875 0  natural selection foods  san juan bautista ca,United States,ca fl hi la ma mt ne nj ny oh or pa tx and canada,63484,press release,95045-9780, best if used by dates: 10/17-12 through 10/28/12,Food,peanuts packaged with earthbound baby spinach grab & go salad were provided by sunland through a third party and are under recall due to potential salmonella contamination,2012-10-17,F-0614-2013,natural selection foods llc dba earthbound farm,CA,Terminated,2013-03-14,148 days 00:00:00.000000000,0,1,0,1,1,0,0,0
4794,Bellevue,Class I,macadamia nuts in various formats:  (1) western family macadamia diced nuts net wt 5 oz plastic bags distributed by:western family foods inc  portland or  upc 0 15400 16635 5   (2) shur fine macadamia diced nuts net wt 5 oz plastic bags distributed by:western family foods inc  portland or  upc 0 15400 86635 4   (3) hyvee macadamia nuts net wt 2 oz plastic bags distributed by:hy-vee inc west des moines iowa upc 0 75450 13287 815400 16635   (4) market pantry chopped macadamia nuts net wt 225 oz plastic bags distributed by:target corp mn upc 0 85239 52108 3  (5) pears gourmet macadamia nuts raw net wt 1 lb plastic bags with gold adhesive label distributed by:marathon ventures bellevue ne  upc 0 75049 42186 4  (6) cwd cash-wa distributing co macadamia nuts raw net wt 5 lbs distributed by:cash-wa distributing co kearney north platte and sidney ne   (7) macadamia nuts raw net wt 5 lbs distributed by:pegler sysco lincoln ne  (8) bulk case mayan gold macadamia nuts style #5 net wt 25 lbs distributed by:marathon ventures bellevue ne,United States,product was distributed nationwide,69626,telephone,68005-4335," macadamia nuts in various formats:  (1) ""western family"" best by dates: 11mar2014 23jun2014 11aug2015 and 6oct2015  (2) ""shur fine"" best by dates: 11mar2015 23jun2015 and 11aug2015  (3) ""hyvee"" best by dates: 27aug2015 28aug2015 and 10oct2015   (4) ""market pantry"" best by dates: 28apr2015 1may2015 28may2015 1jul2015 23jul2015 21aug2015 and 16oct2015   (5) ""pears gourmet"" best by date: 23jul2015   (6) ""cwd cash-wa distributing co""  14170 and 14261  (7) ""pegler sysco"" 14052 14094 14128 14181 and 14267  (8) bulk case ""mayan gold"" sdc 0034",Food,macadamia nuts may have possible contamination with salmonella florida,2014-10-28,F-0589-2015,marathon ventures inc,NE,Terminated,2015-08-27,303 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4813,Houston,Class I,whole foods 3 oz peanut butter cookies sold under plu 47963 from the retail store self-serve pastry case,United States,ar la ok and tx,63268,e-mail,77031-2837, all cookies sold before september 29 2012 manufactured from may 1 2012 to september 24 2012,Food,the cookies were manufactured using peanut butter recalled by sunland inc for salmonella,2012-09-24,F-1461-2013,the sourdough: a european bakery inc,TX,Terminated,2013-09-19,360 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4839,Ventura,Class I,"nutrition bar crunch¿ thinkthin brand cranberry apple & mixed nuts 40 grams packaged in plastic labeled as:""distributed by thinkproducts***ventura ca 93003***""    10 bars/carton 12 cartons/case 120 bars per case",United States,us states nationwide no international distribution,63473,press release,93003, upc code: 7 53656 70909 3  best by dates: 030813 041113 052913 062213 and expired lots prior to best by 101012,Food,the firm inititated the recall of crunch¿ thinkthin nutrition bars which may contain blanched roasted peanuts supplied by sunland  inc and have the potential to be contaminated with salmonella,2012-10-12,F-0629-2013,think thin llc,CA,Terminated,2014-09-16,704 days 00:00:00.000000000,0,1,0,0,1,0,0,0
4863,Portales,Class I,tropical traditions coconut peanut butter 26 oz upc 891317002326; 16 oz upc 891317002210,United States,national distribution under various brand names including all 50 us states with some international distribution hong kong,63257,press release,88130-9043, best-if-used-by dates between march 1 2011 and september 24 2013,Food,sunland inc is conducting a voluntary limited recall of its almond peanut and cashew butter products and tahini and roasted blanched peanut products manufactured between may 1 2010 and september 24 2012 because these products may be contaminated with salmonella,2012-09-24,F-0512-2013,sunland incorporated,NM,Terminated,2014-10-01,737 days 00:00:00.000000000,0,1,0,0,1,1,0,0
4865,Madera,Class I,braga organic farms organic nut l mix raw;  certified organic usda organic  gmo free peanut free gluten free  packed in 8 oz 1 lb 2 lb and 5 lb and 25 lb clear or green standup bags    ingredients: organic pistachios organic almonds organic cashews organic walnuts     braga organic farms madera ca,United States,or fl ca and internet sales  in the following states:  washington dc        connecticut                 oregon  georgia                       texas                           indiana  illinois                         massachusetts             new mexico  california                    pennsylvania               ohio  michigan                     arizona                       colorado  maryland                     kansas                         north dakota  virginia                       north carolina            new jersey  new york                   mississippi                   new hampshire  missouri                      utah                            alaska  tennessee                    maine                          rhode island  washington                 wisconsin                    south dakota  idaho                           nevada                        louisiana  alabama                      delaware                     montana  florida                         west virginia              hawaii  minnesota                   oklahoma                    south carolina,73182,letter,93637-9303, nut mix:    8 oz upc:  896s47002177; best by: jul 06 2016 jul 07 2016 jul 11 2016 jul 18 2016;;  1 lb upc: 810126020192;  purchased 12/28 to 1/27/6;  2 1bs  upc: 896s47002351; best by: jul 01 2016 purchased 12/28/15 to 1/27/16;  5 lbs upc: 810126020208  purchased 12/28/15to 1/27/16;  25 lb upc: 896s47002412;  purchased 12/28/15 to 1/27/16 lots 15-51 and 16-01),Food,ieh sample had a positive result for salmonella in braga organic pistachios,2016-01-31,F-0638-2016,braga organic farms inc,CA,Terminated,2016-04-11,71 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4871,Orlando,Class I,"fresh island medley packaged in 1 lb containers labeled in part: ""***island medley***ingredients: pineapple mango papaya***packed in its own juice****""",United States,distributed throughout fl,63274,two or more of the following: email fax letter press release telephone visit,32837-8429, world food lot code 011347    best if sold by: 09/13/2012 09/21/2012 09/22/2012 09/23/2012  upc code 21140-01696,Food,on 09/18/2012 world foods llc recalled various products containing mangoes supplied from agricola daniella with the potential to be contaminated with salmonella,2012-09-18,F-0150-2013,world food llc,FL,Terminated,2013-05-31,255 days 00:00:00.000000000,0,1,0,0,0,0,0,0
4883,Indianapolis,Class I,signature cafe fruit basket medley 30 oz (1 lb 14 oz) upc 826766-06918 ingredients grapespineapple cantaloupe mango watermelon apples ,United States,4 distributors in wi in il ca with further nationwide distribution to retail stores,63193,two or more of the following: email fax letter press release telephone visit,46226-6514, item  383062 use by sep 1612 		,Food,in cooperation with the fda warning to not consume mangoes from agricola daniella mexico  freshline of indianapolis indiana has initiated a voluntary recall of a limited quantity of expired products that contain fresh-cut mangoes due to the potential risk that the mangoes may contain salmonella ,2012-09-15,F-0138-2013,caito foods service inc,IN,Terminated,2013-08-28,347 days 00:00:00.000000000,0,1,0,0,0,0,0,0
